,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
0,1696242904073,-0.8022461,-0.16021729,-0.5784302,-0.921875,-0.90625,0.09375,0
1,1696242904113,-0.8022461,-0.15362549,-0.5679321,-1.171875,-0.21875,0.078125,1
2,1696242904153,-0.8005371,-0.16119385,-0.5979614,-1.109375,-0.28125,0.28125,2
3,1696242904193,-0.79833984,-0.17144775,-0.56256104,-0.265625,-0.546875,0.09375,3
4,1696242904233,-0.80322266,-0.16314697,-0.5881958,-1.28125,-0.453125,-0.046875,4
5,1696242904273,-0.79467773,-0.16314697,-0.5767212,-0.40625,-0.734375,0.0625,5
6,1696242904313,-0.7973633,-0.16729736,-0.5737915,-1.140625,-0.265625,0.03125,6
7,1696242904353,-0.7949219,-0.1651001,-0.5823364,-1.046875,-0.421875,0.109375,7
8,1696242904393,-0.7956543,-0.16241455,-0.5689087,-0.296875,-0.5,0.375,8
9,1696242904433,-0.7932129,-0.16363525,-0.581604,-1.0,-0.578125,0.171875,9
10,1696242904473,-0.79541016,-0.1675415,-0.5757446,-0.671875,-0.625,0.3125,10
11,1696242904513,-0.8010254,-0.16705322,-0.5737915,-0.703125,-0.84375,0.140625,11
12,1696242904553,-0.80200195,-0.1716919,-0.5767212,-0.609375,-0.671875,0.09375,12
13,1696242904593,-0.7998047,-0.16656494,-0.5725708,-0.6875,-0.40625,0.046875,13
14,1696242904633,-0.8010254,-0.16680908,-0.57696533,-0.890625,-0.171875,-0.03125,14
15,1696242904673,-0.7922363,-0.17120361,-0.5808716,-0.796875,-0.390625,-0.015625,15
16,1696242904713,-0.7973633,-0.17340088,-0.5737915,-0.765625,-0.40625,0.1875,16
17,1696242904753,-0.80200195,-0.17144775,-0.5755005,-0.515625,-0.453125,0.34375,17
18,1696242904793,-0.80444336,-0.16973877,-0.57696533,-0.125,-0.640625,0.171875,18
19,1696242904833,-0.7922363,-0.17047119,-0.565979,0.359375,-0.828125,0.1875,19
20,1696242904873,-0.79248047,-0.1729126,-0.57232666,0.28125,-0.578125,0.09375,20
21,1696242904913,-0.79589844,-0.17242432,-0.579895,0.140625,-0.828125,0.078125,21
22,1696242904953,-0.8000488,-0.17144775,-0.5803833,-0.59375,-0.359375,0.28125,22
23,1696242904993,-0.79785156,-0.1729126,-0.5874634,-0.203125,-0.5625,0.53125,23
24,1696242905033,-0.8017578,-0.1741333,-0.5652466,0.03125,-0.296875,0.296875,24
25,1696242905073,-0.7961426,-0.16729736,-0.58551025,-0.140625,-0.703125,0.3125,25
26,1696242905113,-0.79467773,-0.16851807,-0.5713501,0.8125,-0.984375,0.390625,26
27,1696242905153,-0.79296875,-0.16363525,-0.5755005,0.703125,-0.71875,0.203125,27
28,1696242905193,-0.7849121,-0.17242432,-0.58599854,0.625,-0.8125,0.3125,28
29,1696242905233,-0.7949219,-0.17364502,-0.57940674,0.640625,-0.90625,0.375,29
30,1696242905273,-0.7976074,-0.16339111,-0.58721924,0.421875,-1.0,0.296875,30
31,1696242905313,-0.79907227,-0.16583252,-0.5737915,0.6875,-0.71875,0.390625,31
32,1696242905353,-0.7956543,-0.16021729,-0.57647705,1.234375,-0.75,0.21875,32
33,1696242905393,-0.7927246,-0.16656494,-0.57525635,1.28125,-0.4375,0.234375,33
34,1696242905433,-0.79125977,-0.16802979,-0.58795166,0.46875,-0.15625,0.3125,34
35,1696242905473,-0.79663086,-0.16558838,-0.58062744,0.46875,-0.03125,0.34375,35
36,1696242905513,-0.7932129,-0.16412354,-0.58013916,0.03125,0.265625,0.453125,36
37,1696242905553,-0.7993164,-0.17047119,-0.5757446,0.234375,-0.015625,0.53125,37
38,1696242905593,-0.7961426,-0.16217041,-0.57818604,0.21875,-0.0625,0.21875,38
39,1696242905633,-0.7998047,-0.16485596,-0.57891846,0.46875,-0.171875,0.203125,39
40,1696242905673,-0.796875,-0.1638794,-0.5737915,1.0625,-0.34375,0.21875,40
41,1696242905713,-0.79125977,-0.16558838,-0.5757446,0.328125,0.015625,0.078125,41
42,1696242905753,-0.7949219,-0.16168213,-0.5745239,0.84375,-0.8125,0.046875,42
43,1696242905793,-0.796875,-0.16217041,-0.57818604,0.140625,-0.5,0.453125,43
44,1696242905833,-0.79589844,-0.15997314,-0.5820923,1.109375,-0.21875,0.28125,44
45,1696242905873,-0.7932129,-0.15875244,-0.5835571,1.046875,-0.625,0.296875,45
46,1696242905913,-0.7988281,-0.16363525,-0.5784302,0.515625,-0.625,0.328125,46
47,1696242905953,-0.8015137,-0.16070557,-0.57647705,0.59375,-0.453125,0.21875,47
48,1696242905993,-0.7944336,-0.1651001,-0.57769775,0.515625,-0.46875,0.3125,48
49,1696242906033,-0.79345703,-0.15655518,-0.57037354,1.046875,-0.59375,0.40625,49
50,1696242906073,-0.79174805,-0.15460205,-0.5786743,0.46875,0.078125,0.3125,50
51,1696242906113,-0.795166,-0.16021729,-0.5718384,0.453125,-0.265625,0.203125,51
52,1696242906153,-0.79418945,-0.16143799,-0.58428955,0.28125,-0.375,0.203125,52
