,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
0,1696245583736,-0.056152344,-0.9866333,-0.019104004,-5.1875,5.6875,-0.5625,0
1,1696245583776,-0.04711914,-0.97052,0.007507324,-0.609375,6.125,-0.21875,1
2,1696245583816,-0.04248047,-0.99224854,0.006286621,0.828125,5.65625,0.640625,2
3,1696245583856,-0.060058594,-0.9585571,0.0067749023,-0.5,1.03125,-0.109375,3
4,1696245583896,-0.052490234,-0.9890747,0.027770996,0.859375,2.640625,0.171875,4
5,1696245583936,-0.048095703,-0.97857666,-0.0095825195,-1.78125,-1.3125,-0.5625,5
6,1696245583976,-0.056884766,-0.9663696,0.00091552734,-0.71875,-2.34375,-0.21875,6
7,1696245584016,-0.049560547,-0.9578247,0.015075684,0.875,-2.25,1.15625,7
8,1696245584056,-0.061767578,-0.90753174,-0.044006348,3.3125,-5.515625,1.234375,8
9,1696245584096,-0.036132812,-0.973938,-0.0076293945,2.671875,-5.765625,0.9375,9
10,1696245584136,-0.048583984,-1.0432739,0.042907715,2.4375,-3.875,1.578125,10
11,1696245584176,-0.05859375,-1.0039673,0.0036010742,2.4375,-3.609375,0.640625,11
12,1696245584216,-0.068359375,-0.9512329,-0.012268066,-4.171875,-12.578125,-1.015625,12
13,1696245584256,-0.048583984,-0.99176025,0.020446777,-0.046875,-10.484375,0.296875,13
14,1696245584296,-0.013916016,-0.99957275,-0.0095825195,-9.265625,-5.9375,-2.765625,14
15,1696245584336,-0.08862305,-1.0117798,0.013122559,-2.796875,-7.65625,-0.734375,15
16,1696245584376,-0.048828125,-0.99591064,0.032409668,-0.296875,-4.609375,-0.46875,16
17,1696245584416,-0.056884766,-0.99005127,0.039733887,0.03125,-1.25,0.375,17
18,1696245584456,-0.05029297,-0.99346924,0.057556152,0.90625,1.5,0.875,18
19,1696245584496,-0.063964844,-1.0110474,0.039978027,0.703125,1.828125,0.828125,19
20,1696245584536,-0.06713867,-1.0227661,0.062683105,1.59375,4.234375,1.453125,20
21,1696245584576,-0.099609375,-1.050354,0.04901123,5.09375,2.578125,2.8125,21
22,1696245584616,-0.041992188,-0.9793091,-0.0071411133,-7.46875,2.21875,-0.71875,22
23,1696245584656,-0.044433594,-0.9702759,0.018493652,-5.21875,2.875,-2.390625,23
24,1696245584696,-0.022216797,-0.9939575,0.025817871,-1.09375,1.21875,-0.453125,24
25,1696245584736,-0.037841797,-0.9805298,0.024597168,-0.078125,5.078125,-0.28125,25
26,1696245584776,-0.04272461,-0.9927368,0.023620605,0.375,3.96875,-0.828125,26
27,1696245584816,-0.05908203,-0.98394775,0.04876709,2.953125,3.328125,0.53125,27
28,1696245584856,-0.06347656,-0.9690552,-0.01739502,-2.453125,4.015625,-0.546875,28
29,1696245584896,-0.071777344,-0.98638916,0.04925537,2.625,3.625,1.0625,29
30,1696245584936,-0.064453125,-0.9834595,0.0026245117,-0.0625,0.859375,0.25,30
31,1696245584976,-0.037109375,-0.956604,0.018249512,0.578125,0.421875,0.390625,31
32,1696245585016,-0.036865234,-0.958313,0.0060424805,2.59375,-1.265625,1.6875,32
33,1696245585056,-0.05810547,-0.92633057,-0.02911377,5.359375,-4.34375,1.078125,33
34,1696245585096,-0.026367188,-0.97442627,0.008972168,8.484375,-5.890625,0.796875,34
35,1696245585136,-0.04736328,-1.0130005,0.022399902,2.4375,-4.484375,1.46875,35
36,1696245585176,-0.048828125,-0.9968872,-0.028869629,1.734375,-5.5,1.03125,36
37,1696245585216,-0.052001953,-0.9536743,-0.027893066,-2.25,-13.203125,-2.46875,37
38,1696245585256,-0.052978516,-1.0095825,0.06414795,3.765625,-7.875,1.09375,38
39,1696245585296,-0.05102539,-1.0083618,-0.023742676,-1.015625,-5.703125,0.78125,39
40,1696245585336,-0.06933594,-0.9866333,-0.0076293945,-1.03125,-7.875,0.1875,40
41,1696245585376,-0.016357422,-0.9885864,-0.00030517578,-1.75,-3.828125,-0.4375,41
42,1696245585416,-0.03857422,-0.9951782,0.0067749023,-3.25,-2.859375,1.03125,42
43,1696245585456,-0.053710938,-0.9890747,0.01361084,-2.140625,-0.890625,0.359375,43
44,1696245585496,-0.060302734,-1.0215454,0.04095459,0.515625,2.21875,1.28125,44
45,1696245585536,-0.05810547,-1.0164185,0.06365967,2.4375,5.140625,1.609375,45
46,1696245585576,-0.037353516,-1.0122681,-0.0017700195,0.328125,2.765625,-0.296875,46
47,1696245585616,-0.036621094,-0.9819946,0.0028686523,-5.15625,4.203125,-1.65625,47
48,1696245585656,-0.07006836,-0.9949341,0.0021362305,-4.75,6.90625,-1.921875,48
49,1696245585696,-0.055419922,-0.99468994,0.0099487305,-0.609375,6.671875,-1.3125,49
50,1696245585736,-0.045654297,-0.99053955,0.0028686523,0.453125,5.015625,-0.921875,50
51,1696245585776,-0.037353516,-0.9817505,0.02923584,0.09375,3.578125,-0.75,51
52,1696245585816,-0.052734375,-0.9981079,0.010925293,-0.6875,2.640625,-0.546875,52
53,1696245585856,-0.068847656,-0.9824829,0.004333496,-1.046875,1.34375,-0.421875,53
54,1696245585896,-0.063964844,-0.98443604,0.005065918,-0.671875,1.53125,-0.546875,54
55,1696245585936,-0.06274414,-0.9746704,-0.00982666,-0.984375,0.75,-0.0625,55
56,1696245585976,-0.05078125,-0.9651489,0.031188965,3.578125,-2.34375,0.890625,56
57,1696245586016,-0.056396484,-0.9404907,-0.039123535,-2.96875,-1.703125,0.453125,57
58,1696245586056,-0.046875,-0.93707275,-0.04473877,8.734375,-4.078125,2.734375,58
59,1696245586096,-0.041992188,-1.0195923,0.058532715,4.796875,-4.265625,1.109375,59
60,1696245586136,-0.064697266,-1.006897,0.0040893555,-0.46875,3.9375,1.859375,121
61,1696245586176,-0.075927734,-1.0010376,0.05682373,5.84375,6.609375,3.015625,122
62,1696245586216,-0.05419922,-0.9944458,0.01727295,3.1875,4.75,1.890625,123
63,1696245586256,-0.01586914,-0.9780884,0.028747559,-0.546875,3.515625,0.6875,124
64,1696245586296,-0.06347656,-1.0181274,0.013122559,-4.65625,1.578125,-0.328125,125
65,1696245586336,-0.052001953,-1.0029907,0.023620605,-3.109375,4.703125,-1.0,126
66,1696245586376,-0.044677734,-0.99176025,0.010925293,-1.796875,5.78125,-0.296875,127
67,1696245586416,-0.03881836,-0.9939575,0.024597168,1.46875,5.9375,0.921875,128
68,1696245586456,-0.037353516,-0.99176025,0.01751709,3.34375,5.15625,1.859375,129
69,1696245586496,-0.061767578,-0.98223877,0.008728027,2.734375,3.96875,1.5625,130
70,1696245586536,-0.060546875,-0.96759033,-0.0037231445,1.71875,2.484375,1.09375,131
71,1696245586576,-0.044189453,-0.97491455,-0.008117676,0.390625,1.875,0.765625,132
72,1696245586616,-0.033447266,-0.9758911,0.008972168,1.796875,0.84375,0.421875,133
73,1696245586656,-0.053466797,-0.9727173,0.01776123,2.796875,-0.890625,0.71875,134
74,1696245586696,-0.044921875,-0.94000244,-0.007873535,1.59375,-2.171875,0.96875,135
75,1696245586736,-0.02734375,-0.9446411,-0.05328369,6.4375,-2.515625,1.46875,136
