# Sensor type: Respeck
# Activity type: Lying down on stomach
# Activity subtype: Coughing
# Subject id: s2104454
# Notes: unprocessed
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1696246828119,0.54052734,0.055603027,-0.81866455,4.9375,-4.21875,1.609375
1696246828160,0.52734375,0.07342529,-0.77056885,10.296875,-5.0,3.734375
1696246828199,0.5422363,0.10296631,-0.788147,7.828125,-4.78125,2.71875
1696246828240,0.5510254,0.10638428,-0.79156494,6.34375,-4.8125,1.5
1696246828279,0.5498047,0.12322998,-0.7661743,5.59375,-3.0,1.4375
1696246828320,0.56591797,0.11883545,-0.7827759,3.015625,-2.140625,0.890625
1696246828359,0.5437012,0.12176514,-0.75982666,2.515625,0.0,0.859375
1696246828399,0.5678711,0.13934326,-0.80181885,-0.171875,3.078125,0.171875
1696246828440,0.642334,0.15106201,-0.80841064,-3.25,8.1875,-1.078125
1696246828499,0.4338379,0.08319092,-0.69659424,-0.1875,9.5625,1.640625
1696246828519,0.49023438,0.113220215,-0.78253174,-1.734375,8.265625,0.34375
1696246828559,0.48461914,0.09490967,-0.75567627,-1.828125,6.03125,0.40625
1696246828602,0.48095703,0.11151123,-0.78863525,-1.71875,5.03125,0.53125
1696246828640,0.48535156,0.109802246,-0.8015747,-1.484375,-0.8125,-0.515625
1696246828679,0.49682617,0.11029053,-0.81915283,-0.734375,-2.375,-0.46875
1696246828719,0.52783203,0.11273193,-0.85601807,-0.03125,-2.484375,-0.625
1696246828760,0.50878906,0.11468506,-0.8040161,2.6875,-1.21875,0.28125
1696246828801,0.51342773,0.12860107,-0.8460083,4.296875,2.234375,0.734375
1696246828840,0.54174805,0.11981201,-0.7908325,3.421875,8.078125,1.40625
1696246828882,0.4428711,0.10736084,-0.70758057,2.828125,5.28125,1.640625
1696246828920,0.44433594,0.1227417,-0.75445557,-0.71875,3.59375,0.359375
1696246828960,0.45751953,0.116882324,-0.8076782,-1.328125,1.140625,-0.125
1696246829000,0.44311523,0.13079834,-0.7962036,-0.859375,-1.046875,-0.171875
1696246829040,0.48486328,0.1293335,-0.8550415,-1.703125,-1.640625,-1.0
1696246829079,0.49902344,0.13275146,-0.8538208,-0.28125,-3.984375,-0.59375
1696246829099,0.49243164,0.13275146,-0.8447876,1.625,-1.359375,0.4375
1696246829140,0.5036621,0.13787842,-0.8596802,1.8125,-0.109375,0.6875
1696246829178,0.49389648,0.13470459,-0.8435669,1.15625,0.65625,0.515625
1696246829220,0.5168457,0.13446045,-0.88604736,-2.203125,2.828125,-0.015625
1696246829261,0.40722656,0.11907959,-0.7637329,0.9375,5.6875,1.421875
1696246829300,0.40112305,0.11932373,-0.6880493,-1.609375,1.0625,0.015625
1696246829340,0.44482422,0.1227417,-0.7647095,-2.890625,-0.15625,-1.203125
