# Sensor type: Respeck
# Activity type: Standing
# Activity subtype: Laughing
# Subject id: s2104454
# Notes: unprocessed
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1696247957978,-4.8828125E-4,-1.0227661,-0.058898926,0.734375,2.609375,-1.8125
1696247958017,0.048339844,-0.9295044,0.019958496,-2.09375,2.78125,2.328125
1696247958058,0.10961914,-0.91534424,0.09246826,-4.390625,4.984375,3.0
1696247958097,0.0769043,-1.0505981,0.14398193,-0.296875,1.296875,2.28125
1696247958138,-0.015625,-0.958313,0.09466553,-2.9375,-3.640625,0.9375
1696247958178,-0.055908203,-0.93414307,0.044128418,2.421875,4.046875,-3.671875
1696247958218,0.0075683594,-1.0457153,0.04852295,2.4375,9.359375,-1.25
1696247958258,0.031982422,-0.9619751,0.038757324,0.703125,4.0,0.6875
1696247958299,0.02319336,-0.97540283,-0.00982666,2.046875,5.46875,-0.96875
1696247958338,0.034423828,-0.9570923,0.031188965,5.921875,7.625,-1.046875
1696247958378,-0.021972656,-1.1004028,0.04168701,2.875,10.703125,2.109375
1696247958418,-0.009033203,-0.92022705,0.014343262,0.609375,2.5625,-3.28125
1696247958459,0.049072266,-0.95758057,0.050231934,3.5,2.234375,-1.953125
1696247958499,0.05419922,-1.0117798,-0.014709473,2.109375,3.390625,0.84375
1696247958539,-0.068603516,-1.0510864,0.04827881,3.84375,1.15625,0.375
1696247958579,-0.026611328,-0.927063,-0.053527832,2.171875,4.53125,-1.359375
1696247958618,0.0063476562,-0.96221924,0.015319824,4.953125,5.984375,2.0625
1696247958660,-0.020019531,-1.0847778,-0.045959473,2.515625,-1.5,-0.328125
1696247958698,0.015625,-0.923645,-0.013244629,0.84375,8.15625,1.15625
1696247958718,0.04638672,-0.972229,-0.045959473,0.21875,6.6875,0.09375
1696247958759,0.041503906,-1.0149536,-0.022766113,2.328125,6.3125,2.390625
1696247958799,-0.095947266,-1.0691528,0.039245605,3.296875,-1.078125,-0.1875
1696247958840,0.028076172,-0.9138794,-0.06011963,1.453125,2.8125,0.3125
1696247958880,-0.018798828,-0.99713135,-0.010070801,3.921875,4.671875,3.75
1696247958943,-0.013671875,-1.0447388,-0.02960205,0.421875,3.03125,2.3125
1696247958958,-0.008300781,-0.98272705,-7.9345703E-4,1.109375,2.71875,2.515625
1696247959021,-0.0012207031,-0.9607544,-0.066711426,0.203125,4.625,1.90625
1696247959040,0.028564453,-0.9963989,-0.031555176,-0.59375,4.609375,2.6875
1696247959078,-0.0048828125,-1.0237427,-0.04034424,-0.90625,2.1875,0.921875
1696247959140,0.045410156,-0.9805298,-0.06109619,-1.25,2.21875,0.015625
1696247959159,0.004638672,-0.9692993,-0.0491333,-0.390625,-0.265625,2.359375
1696247959202,0.001953125,-0.9771118,-0.06451416,-0.890625,3.21875,2.171875
1696247959239,0.022460938,-0.97076416,-0.05255127,-1.078125,6.0,4.09375
1696247959279,-0.029541016,-1.0440063,-0.046691895,0.484375,-2.5625,-1.984375
1696247959318,0.05908203,-0.9326782,-0.07550049,1.328125,4.140625,0.390625
