,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,ind
0,1696255033363,-0.98339844,-0.055664062,0.14648438,-13.875,1.15625,8.40625,0.0,0.0,0.0,0
1,1696255033403,-1.0117188,-0.046875,0.16113281,-20.78125,-8.40625,5.21875,0.0,0.0,0.0,1
2,1696255033443,-1.0195312,-0.0625,0.10253906,-19.6875,-18.4375,2.25,0.0,0.0,0.0,2
3,1696255033483,-0.984375,-0.11816406,0.07421875,-4.21875,-25.875,0.65625,0.0,0.0,0.0,3
4,1696255033523,-0.9628906,-0.07519531,0.11230469,10.34375,-29.46875,0.53125,-49.5,18.5,-233.875,4
5,1696255033563,-1.1044922,-0.07128906,0.21289062,14.875,-28.625,-4.90625,0.0,0.0,0.0,5
6,1696255033603,-1.1835938,-0.083984375,0.28320312,26.65625,-31.375,-16.375,0.0,0.0,0.0,6
7,1696255033643,-1.0410156,-0.08691406,0.2109375,31.96875,-43.46875,-31.59375,0.0,0.0,0.0,7
8,1696255033683,-0.95410156,-0.056640625,0.20605469,57.0,-51.03125,-33.65625,0.0,0.0,0.0,8
9,1696255033723,-0.8574219,-0.048828125,0.31933594,59.0,-40.21875,-21.625,0.0,0.0,0.0,9
10,1696255033763,-0.9091797,0.0068359375,0.26367188,41.53125,-24.09375,-12.0,0.0,0.0,0.0,10
11,1696255033803,-0.9199219,-0.055664062,0.2626953,26.65625,-17.09375,-13.5,0.0,0.0,0.0,11
12,1696255033843,-0.8984375,-0.036132812,0.32421875,5.40625,-5.78125,-18.28125,0.0,0.0,0.0,12
13,1696255033883,-0.8701172,-0.047851562,0.31835938,11.8125,1.34375,-14.78125,0.0,0.0,0.0,13
14,1696255033923,-0.8925781,-0.059570312,0.35058594,14.625,-0.4375,-10.34375,0.0,0.0,0.0,14
15,1696255033963,-0.86328125,-0.08105469,0.34960938,18.78125,0.25,-5.75,0.0,0.0,0.0,15
16,1696255034003,-0.86621094,-0.068359375,0.33691406,-4.78125,5.875,-6.125,0.0,0.0,0.0,16
17,1696255034043,-0.828125,-0.0068359375,0.3515625,-12.09375,14.21875,0.28125,-46.8125,14.4375,-219.375,17
18,1696255034083,-0.8388672,-0.053710938,0.4013672,2.84375,24.96875,8.21875,0.0,0.0,0.0,18
19,1696255034123,-1.0097656,-0.12695312,0.39648438,-2.78125,20.8125,15.40625,0.0,0.0,0.0,19
20,1696255034163,-1.5205078,-0.29003906,0.26464844,-2.65625,6.46875,17.625,0.0,0.0,0.0,20
21,1696255034203,-0.91503906,-0.12597656,0.23242188,-7.65625,6.59375,-17.78125,0.0,0.0,0.0,21
22,1696255034243,-0.6484375,0.005859375,0.24902344,-1.78125,26.96875,-17.71875,0.0,0.0,0.0,22
23,1696255034283,-1.0566406,-0.14160156,0.24804688,21.53125,24.46875,-1.1875,0.0,0.0,0.0,23
24,1696255034323,-1.0058594,-0.14746094,0.21875,5.90625,13.125,-0.75,0.0,0.0,0.0,24
25,1696255034363,-0.9169922,-0.14257812,0.19238281,6.15625,12.875,3.21875,0.0,0.0,0.0,25
26,1696255034403,-0.96777344,-0.15039062,0.22460938,6.5,19.34375,-4.78125,0.0,0.0,0.0,26
27,1696255034443,-0.9951172,-0.15722656,0.17285156,4.75,20.875,-6.84375,0.0,0.0,0.0,27
28,1696255034483,-0.96972656,-0.12890625,0.17382812,0.84375,17.8125,-4.53125,0.0,0.0,0.0,28
29,1696255034523,-0.9736328,-0.13964844,0.171875,-5.34375,14.46875,-2.9375,-46.8125,14.125,-226.25,29
30,1696255034563,-0.9765625,-0.13476562,0.16210938,-6.5625,9.53125,-1.84375,0.0,0.0,0.0,30
31,1696255034603,-0.99902344,-0.12109375,0.14746094,-9.53125,5.625,0.09375,0.0,0.0,0.0,31
32,1696255034643,-0.98046875,-0.11035156,0.11035156,-15.34375,2.1875,1.6875,0.0,0.0,0.0,32
33,1696255034683,-0.9814453,-0.14160156,0.103515625,-21.25,0.0625,3.34375,0.0,0.0,0.0,33
34,1696255034723,-0.9970703,-0.19433594,0.10644531,-24.0,-2.875,1.625,0.0,0.0,0.0,34
