# Sensor type: Thingy
# Activity type: Lying down on stomach
# Activity subtype: Normal
# Subject id: s2106809
# Notes: unprocessed
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z
1696254966487,-0.00390625,0.07519531,-0.98828125,-0.3125,0.1875,0.0625,0.0,0.0,0.0
1696254966518,-0.00390625,0.07128906,-1.0029297,-0.1875,0.0,0.0625,2.125,27.0625,-277.25
1696254966551,-0.005859375,0.072265625,-1.0224609,-0.3125,0.0,-0.0625,0.0,0.0,0.0
1696254966596,-0.009765625,0.0703125,-0.99609375,-0.0625,0.125,-0.125,0.0,0.0,0.0
1696254966629,-9.765625E-4,0.07324219,-1.0126953,0.125,0.0625,0.0,0.0,0.0,0.0
1696254966675,-0.0068359375,0.07910156,-1.0009766,0.25,0.25,-0.125,0.0,0.0,0.0
1696254966709,-9.765625E-4,0.07128906,-1.015625,-0.125,0.125,0.0,0.0,0.0,0.0
1696254966758,0.0048828125,0.06542969,-1.0087891,-0.3125,0.25,0.125,0.0,0.0,0.0
1696254966787,0.0,0.06933594,-1.0136719,-0.25,0.25,0.0625,0.0,0.0,0.0
1696254966831,-9.765625E-4,0.07128906,-1.0058594,-0.0625,0.0,0.0,0.0,0.0,0.0
1696254966877,0.0,0.06542969,-1.0224609,-0.5,0.0,0.0,0.0,0.0,0.0
1696254966910,-9.765625E-4,0.072265625,-0.9980469,-0.1875,0.0625,-0.0625,0.0,0.0,0.0
1696254966956,0.0029296875,0.07324219,-1.0019531,-0.0625,0.0625,-0.0625,0.0,0.0,0.0
1696254966989,-0.0029296875,0.078125,-1.0078125,0.0625,0.0625,0.0,0.0,0.0,0.0
1696254967035,-0.00390625,0.07519531,-1.0058594,-0.125,0.0,-0.0625,4.0625,27.625,-277.6875
1696254967069,0.0048828125,0.068359375,-1.0126953,-0.125,0.0625,-0.0625,0.0,0.0,0.0
1696254967113,0.0,0.078125,-1.0126953,0.0,0.0625,0.0625,0.0,0.0,0.0
1696254967147,0.0029296875,0.07128906,-1.0058594,0.0,0.125,-0.125,0.0,0.0,0.0
1696254967192,9.765625E-4,0.06933594,-1.0205078,-0.0625,-0.125,0.0625,0.0,0.0,0.0
1696254967239,0.0068359375,0.072265625,-1.0029297,-0.0625,-0.0625,0.125,0.0,0.0,0.0
1696254967271,-0.001953125,0.07421875,-1.0009766,0.0,0.0,0.125,0.0,0.0,0.0
1696254967316,0.0,0.072265625,-1.0117188,-0.0625,-0.0625,0.0,0.0,0.0,0.0
1696254967349,-0.0029296875,0.080078125,-1.0175781,-0.03125,-0.0625,0.09375,0.0,0.0,0.0
1696254967395,9.765625E-4,0.06738281,-1.0048828,0.03125,-0.125,-0.03125,0.0,0.0,0.0
1696254967432,0.00390625,0.072265625,-1.0322266,-0.09375,-0.1875,0.03125,0.0,0.0,0.0
1696254967473,-0.0087890625,0.06640625,-0.9980469,0.21875,-0.1875,0.03125,0.0,0.0,0.0
1696254967507,0.0029296875,0.068359375,-1.0048828,-0.40625,-0.0625,0.15625,1.375,27.5,-277.5625
1696254967552,0.0029296875,0.07128906,-1.0068359,-0.21875,-0.125,0.03125,0.0,0.0,0.0
1696254967598,0.00390625,0.072265625,-1.0097656,-0.28125,-0.3125,-0.03125,0.0,0.0,0.0
1696254967631,-0.0029296875,0.07714844,-1.0,0.09375,-0.125,0.09375,0.0,0.0,0.0
1696254967676,9.765625E-4,0.07324219,-1.0048828,-0.03125,-0.1875,0.09375,0.0,0.0,0.0
1696254967710,-0.0068359375,0.06933594,-0.9951172,-0.03125,-0.3125,0.09375,0.0,0.0,0.0
1696254967754,-0.0068359375,0.06933594,-1.0224609,0.03125,-0.25,0.03125,0.0,0.0,0.0
1696254967788,0.0029296875,0.07324219,-0.9970703,0.03125,-0.375,0.03125,0.0,0.0,0.0
1696254967833,-0.0048828125,0.07421875,-1.0058594,0.03125,-0.125,-0.03125,0.0,0.0,0.0
1696254967867,0.0068359375,0.068359375,-1.0126953,0.03125,-0.3125,0.09375,0.0,0.0,0.0
1696254967912,-0.005859375,0.060546875,-1.0068359,0.03125,-0.3125,-0.03125,0.0,0.0,0.0
