# Sensor type: Respeck
# Activity type: Standing
# Activity subtype: Eating
# Subject id: s2106809
# Notes: unprocessed
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1696251571073,0.036376953,-0.97076416,0.20550537,0.015625,3.9375,-1.328125
1696251571113,0.05053711,-0.9685669,0.21478271,-0.5,4.1875,-2.859375
1696251571153,0.061767578,-0.95025635,0.2177124,-0.484375,3.921875,-3.21875
1696251571195,0.037597656,-0.9837036,0.21624756,-1.09375,3.859375,-3.390625
1696251571236,0.02734375,-0.9746704,0.22845459,-2.21875,5.4375,-4.578125
1696251571274,-0.0034179688,-0.9793091,0.2111206,-0.9375,4.359375,-4.28125
1696251571314,-0.006591797,-0.9741821,0.22943115,-2.25,5.78125,-3.046875
1696251571375,0.03149414,-0.97540283,0.22210693,-2.25,7.453125,-3.15625
1696251571414,0.041259766,-0.97125244,0.22235107,-1.640625,7.34375,-4.015625
1696251571454,0.034179688,-0.9644165,0.21624756,-0.765625,8.015625,-4.53125
1696251571474,0.005126953,-0.9771118,0.20452881,-0.984375,8.65625,-4.59375
1696251571536,-0.0068359375,-0.9963989,0.21160889,-0.078125,10.21875,-3.984375
1696251571554,0.015380859,-0.97052,0.20452881,-1.203125,12.515625,-4.4375
1696251571597,0.028564453,-0.9595337,0.21868896,0.421875,14.6875,-4.015625
1696251571635,0.046875,-0.9602661,0.2074585,-2.046875,11.734375,-4.171875
1696251571698,0.036376953,-0.986145,0.2345581,-1.65625,9.8125,-3.1875
1696251571714,0.02709961,-0.98931885,0.23016357,-2.296875,7.5,-2.5625
1696251571755,0.013183594,-0.99102783,0.23968506,-3.078125,3.875,-1.734375
1696251571796,0.005126953,-0.96954346,0.23431396,-7.234375,3.734375,-1.59375
1696251571835,0.01953125,-0.9512329,0.21429443,3.390625,7.828125,-1.359375
1696251571877,0.028564453,-0.97540283,0.21380615,-0.265625,5.25,-0.625
1696251571937,-0.02368164,-0.9841919,0.2567749,0.5,3.546875,0.828125
1696251571953,-0.006591797,-0.973938,0.23358154,2.40625,3.0,-1.71875
1696251571974,-0.0068359375,-0.9763794,0.20770264,0.125,3.234375,-1.140625
1696251572017,0.0029296875,-0.9661255,0.21746826,1.828125,3.5,0.40625
1696251572056,0.022216797,-0.9710083,0.22235107,1.5625,0.34375,1.40625
1696251572096,0.024414062,-0.9829712,0.22845459,0.5,-0.109375,-0.015625
1696251572134,-0.009521484,-0.96710205,0.23822021,-0.015625,-0.34375,-0.8125
1696251572174,-0.0073242188,-0.96710205,0.22576904,-0.265625,-2.0625,0.828125
1696251572220,0.001953125,-0.97442627,0.22796631,1.140625,-2.21875,0.609375
1696251572255,-0.0017089844,-0.98028564,0.22235107,0.375,-1.796875,1.40625
1696251572295,-0.00390625,-0.97735596,0.21673584,1.40625,-3.65625,1.5625
1696251572336,-0.0024414062,-0.96343994,0.23065186,1.453125,-3.59375,0.796875
1696251572376,-0.01928711,-0.99224854,0.20965576,1.203125,-1.34375,1.328125
1696251572415,-0.004638672,-0.9783325,0.21185303,0.078125,-1.109375,1.3125
1696251572456,0.0031738281,-0.94317627,0.21600342,1.671875,-1.328125,0.96875
1696251572494,0.008544922,-0.9644165,0.20965576,2.453125,-0.84375,1.375
1696251572534,0.007080078,-0.9981079,0.21429443,1.796875,-0.828125,1.046875
1696251572576,0.00390625,-0.97662354,0.20697021,2.109375,-1.703125,0.921875
1696251572616,0.013916016,-0.96832275,0.18988037,2.875,-1.234375,0.8125
1696251572655,0.03564453,-0.9678345,0.20037842,2.390625,-1.34375,0.796875
1696251572694,0.016113281,-0.986145,0.19818115,1.3125,-2.453125,1.078125
1696251572734,-0.007080078,-0.98565674,0.18939209,1.53125,-2.546875,1.171875
1696251572775,0.0146484375,-0.9678345,0.18206787,3.21875,-2.40625,0.921875
1696251572816,0.014892578,-0.97491455,0.1774292,2.09375,-3.203125,1.046875
1696251572856,0.010009766,-0.98760986,0.20452881,0.09375,-1.09375,0.609375
1696251572897,-0.0014648438,-0.98883057,0.19915771,0.8125,-0.296875,0.203125
1696251572934,0.010253906,-0.96954346,0.18035889,0.859375,-0.25,-0.6875
1696251572976,0.020751953,-0.97198486,0.18963623,0.328125,0.9375,-0.046875
1696251573015,0.01171875,-0.99005127,0.18695068,1.140625,-0.5625,0.515625
