,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z,ind
0,1696253682364,-0.48413086,-0.13116455,-0.8501587,-0.25,0.078125,0.0,0
1,1696253682404,-0.48486328,-0.13995361,-0.8394165,-0.484375,0.0,0.34375,1
2,1696253682444,-0.4946289,-0.1494751,-0.84747314,-1.0,-1.015625,0.28125,2
3,1696253682484,-0.4794922,-0.12945557,-0.8284302,0.859375,-0.484375,-0.109375,3
4,1696253682524,-0.4855957,-0.1272583,-0.82598877,0.15625,-1.25,0.109375,4
5,1696253682564,-0.4934082,-0.13287354,-0.8435669,-0.796875,-2.234375,0.78125,5
6,1696253682604,-0.47729492,-0.13165283,-0.84942627,-2.5,-2.046875,1.21875,6
7,1696253682644,-0.47387695,-0.14239502,-0.8206177,-1.265625,-1.65625,0.578125,7
8,1696253682684,-0.4790039,-0.14776611,-0.8682251,-1.703125,-1.953125,0.6875,8
9,1696253682724,-0.48217773,-0.14996338,-0.85943604,-1.046875,-1.28125,0.453125,9
10,1696253682764,-0.4790039,-0.1531372,-0.84552,-0.984375,-0.921875,0.421875,10
11,1696253682804,-0.4645996,-0.15142822,-0.82281494,-1.0,1.34375,0.109375,11
12,1696253682844,-0.47802734,-0.14459229,-0.83917236,0.421875,1.5,0.453125,12
13,1696253682884,-0.48950195,-0.15020752,-0.8557739,1.9375,2.1875,1.359375,13
14,1696253682924,-0.4724121,-0.14117432,-0.83013916,0.03125,2.15625,4.046875,14
15,1696253682964,-0.47753906,-0.1453247,-0.85601807,-3.90625,0.21875,1.28125,196
16,1696253683004,-0.47802734,-0.15460205,-0.84552,-3.65625,0.9375,0.90625,197
17,1696253683044,-0.50634766,-0.17340088,-1.1323853,-8.078125,4.75,1.046875,198
18,1696253683084,-0.3840332,-0.15045166,-0.60772705,-10.984375,-2.78125,-9.21875,199
19,1696253683124,-0.49902344,-0.19586182,-0.85528564,-1.671875,-9.34375,-6.1875,200
20,1696253683164,-0.46875,-0.14678955,-0.6958618,2.53125,0.5625,-0.53125,201
21,1696253683204,-0.45507812,-0.17315674,-0.7966919,7.3125,-2.484375,-0.484375,202
22,1696253683244,-0.48950195,-0.14898682,-0.8115845,8.8125,1.265625,3.390625,203
23,1696253683284,-0.43774414,-0.16729736,-0.8665161,2.21875,1.859375,4.25,204
