,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1696254056375,-0.45825195,-0.11090088,-0.8567505,-0.546875,-0.75,0.171875
1,1696254056415,-0.45898438,-0.109680176,-0.85894775,-0.359375,-0.484375,0.28125
2,1696254056455,-0.45239258,-0.113586426,-0.8521118,-0.375,-0.71875,0.265625
3,1696254056495,-0.45581055,-0.117492676,-0.85821533,-0.703125,-1.125,0.3125
4,1696254056535,-0.45898438,-0.11260986,-0.862854,-0.921875,-1.125,0.328125
5,1696254056575,-0.4572754,-0.113098145,-0.8591919,-0.0625,-0.140625,0.15625
6,1696254056615,-0.45825195,-0.1194458,-0.86798096,-0.734375,-0.140625,0.25
7,1696254056655,-0.45288086,-0.10650635,-0.86553955,-0.6875,-0.828125,0.234375
8,1696254056695,-0.44799805,-0.11871338,-0.8623657,-1.1875,-1.796875,0.3125
9,1696254056735,-0.45336914,-0.11431885,-0.8308716,-0.671875,-1.875,-0.046875
10,1696254056775,-0.45214844,-0.11016846,-0.85821533,-1.0625,-2.234375,-0.140625
11,1696254056815,-0.45239258,-0.11968994,-0.86260986,-1.453125,-1.90625,0.0
12,1696254056855,-0.46142578,-0.12750244,-0.8599243,-1.203125,-1.875,0.125
13,1696254056895,-0.4440918,-0.12335205,-0.85772705,-0.703125,-2.65625,0.21875
14,1696254056935,-0.4440918,-0.12530518,-0.8579712,-0.546875,-3.09375,0.28125
15,1696254056975,-0.43579102,-0.11773682,-0.86065674,-0.25,-4.03125,0.5625
16,1696254057015,-0.43237305,-0.12408447,-0.83135986,0.609375,-3.515625,0.46875
17,1696254057055,-0.421875,-0.11236572,-0.8362427,0.625,-3.71875,0.875
18,1696254057095,-0.41064453,-0.13555908,-0.9421997,-3.421875,-3.90625,1.28125
19,1696254057135,-0.43115234,-0.1428833,-0.91656494,-0.125,-0.578125,0.390625
20,1696254057175,-0.41796875,-0.117492676,-0.8242798,-0.28125,-0.171875,-0.09375
21,1696254057215,-0.41918945,-0.11578369,-0.87823486,-1.25,-1.390625,0.4375
22,1696254057255,-0.4260254,-0.12530518,-0.90948486,-1.453125,-0.328125,0.1875
23,1696254057295,-0.41552734,-0.12994385,-0.8501587,0.390625,2.046875,-0.125
24,1696254057335,-0.42773438,-0.1350708,-0.88482666,-0.671875,1.984375,-0.0625
25,1696254057375,-0.42016602,-0.13165283,-0.86187744,-0.34375,1.09375,0.171875
26,1696254057415,-0.42919922,-0.1272583,-0.8882446,-0.765625,0.078125,0.109375
27,1696254057455,-0.42529297,-0.14068604,-0.83917236,0.625,2.140625,-0.4375
28,1696254057495,-0.43554688,-0.12945557,-0.8814087,-1.390625,0.453125,0.171875
29,1696254057535,-0.44555664,-0.13092041,-0.8674927,-0.921875,0.65625,0.140625
30,1696254057575,-0.43237305,-0.13165283,-0.8845825,-1.34375,0.875,0.25
31,1696254057615,-0.43188477,-0.12896729,-0.8274536,0.1875,0.96875,-0.0625
32,1696254057655,-0.43701172,-0.1404419,-0.8550415,-0.34375,-0.34375,0.140625
33,1696254057695,-0.43725586,-0.13555908,-0.8567505,-0.421875,-0.375,0.203125
34,1696254057735,-0.43530273,-0.13873291,-0.85772705,-1.078125,-0.671875,0.453125
35,1696254057775,-0.44213867,-0.14361572,-0.8633423,-1.84375,-0.703125,0.578125
36,1696254057815,-0.43359375,-0.14581299,-0.87506104,-1.5,-0.46875,0.296875
37,1696254057855,-0.43359375,-0.13702393,-0.8587036,-1.125,0.828125,0.1875
38,1696254057895,-0.44433594,-0.14239502,-0.86846924,-1.234375,0.15625,0.40625
39,1696254057935,-0.4350586,-0.13800049,-0.8477173,-1.59375,0.453125,0.6875
40,1696254057975,-0.43798828,-0.14654541,-0.8518677,-1.75,0.203125,0.71875
41,1696254058015,-0.43701172,-0.15289307,-0.8701782,-1.578125,0.15625,0.109375
42,1696254058055,-0.45092773,-0.15655518,-0.8267212,0.421875,-0.125,0.109375
43,1696254058095,-0.43652344,-0.1519165,-0.8633423,0.078125,-1.03125,0.109375
44,1696254058135,-0.43896484,-0.15679932,-0.84381104,0.3125,-0.296875,0.171875
45,1696254058175,-0.4453125,-0.15509033,-0.8677368,-0.265625,-0.40625,0.140625
46,1696254058215,-0.43847656,-0.1482544,-0.84747314,0.421875,-0.109375,0.03125
47,1696254058255,-0.44848633,-0.14703369,-0.8689575,-0.078125,-0.609375,-0.0625
48,1696254058295,-0.4260254,-0.14215088,-0.86505127,-0.359375,0.265625,-0.109375
49,1696254058335,-0.44262695,-0.1506958,-0.8882446,-1.234375,0.234375,-0.578125
50,1696254058375,-0.44970703,-0.15386963,-0.8518677,-0.28125,1.484375,-0.71875
51,1696254058415,-0.44018555,-0.14483643,-0.8567505,-0.390625,0.375,-0.71875
52,1696254058455,-0.45336914,-0.14801025,-0.86431885,-0.703125,0.484375,-0.609375
53,1696254058495,-0.45385742,-0.15289307,-0.8596802,-1.125,-0.078125,-0.578125
54,1696254058535,-0.45361328,-0.15509033,-0.85040283,-0.46875,-0.25,-0.265625
55,1696254058575,-0.45092773,-0.1506958,-0.850647,0.59375,-1.046875,-0.25
56,1696254058615,-0.44702148,-0.1453247,-0.84698486,0.171875,-1.78125,0.171875
57,1696254058655,-0.4321289,-0.1453247,-0.8477173,0.078125,-1.453125,0.390625
58,1696254058695,-0.44702148,-0.15020752,-0.8682251,-0.265625,-1.5625,0.609375
59,1696254058735,-0.4321289,-0.14776611,-0.831604,0.984375,-1.84375,0.671875
60,1696254058775,-0.4326172,-0.1453247,-0.83917236,2.671875,-4.5625,1.515625
61,1696254058815,-0.4411621,-0.15289307,-0.8970337,3.015625,-3.984375,0.8125
62,1696254058855,-0.43530273,-0.14752197,-0.86968994,0.5,-2.453125,0.734375
63,1696254058895,-0.43139648,-0.14801025,-0.8740845,0.46875,-2.09375,1.109375
64,1696254058935,-0.42407227,-0.13800049,-0.8740845,-0.390625,-1.828125,0.96875
65,1696254058975,-0.41870117,-0.14605713,-0.8833618,-0.8125,-0.40625,0.546875
66,1696254059015,-0.4194336,-0.15167236,-0.878479,-1.1875,-0.1875,0.328125
67,1696254059055,-0.4206543,-0.15045166,-0.8591919,-0.09375,0.03125,0.0625
68,1696254059095,-0.43115234,-0.1453247,-0.8735962,-0.390625,-0.21875,0.203125
69,1696254059135,-0.4248047,-0.14776611,-0.87823486,-0.578125,0.09375,0.296875
70,1696254059175,-0.43408203,-0.15338135,-0.8574829,-1.34375,1.203125,0.203125
71,1696254059215,-0.43310547,-0.14996338,-0.85601807,-0.515625,0.375,0.53125
72,1696254059255,-0.43310547,-0.15264893,-0.8496704,-0.484375,0.078125,0.40625
73,1696254059295,-0.42504883,-0.15362549,-0.84332275,0.5,-0.6875,0.1875
74,1696254059335,-0.42944336,-0.1482544,-0.85162354,1.375,-0.1875,0.125
75,1696254059375,-0.43530273,-0.14703369,-0.88848877,2.109375,0.125,1.34375
76,1696254059415,-0.42919922,-0.15582275,-0.90704346,0.578125,-1.75,0.8125
77,1696254059455,-0.40405273,-0.16168213,-0.8711548,0.859375,-1.1875,-0.15625
78,1696254059495,-0.4375,-0.14312744,-0.8279419,2.59375,-0.734375,-0.6875
79,1696254059535,-0.41455078,-0.13604736,-0.8440552,3.734375,-3.78125,-0.1875
80,1696254059575,-0.4243164,-0.13433838,-0.8723755,3.828125,-3.453125,-0.21875
81,1696254059615,-0.42651367,-0.12701416,-0.88287354,3.53125,-1.65625,-0.125
