,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1696250540418,-0.39282227,-0.7608032,0.5795288,-1.3125,0.015625,0.109375
1,1696250540458,-0.4033203,-0.7661743,0.56585693,1.171875,-0.453125,0.40625
2,1696250540498,-0.4013672,-0.7564087,0.55511475,-1.734375,-0.75,-0.125
3,1696250540538,-0.40527344,-0.7659302,0.56414795,-1.203125,-0.515625,-0.21875
4,1696250540578,-0.40698242,-0.77911377,0.56463623,-1.546875,-1.09375,0.59375
5,1696250540618,-0.40893555,-0.7630005,0.5704956,-2.75,-0.828125,0.21875
6,1696250540658,-0.4050293,-0.7710571,0.576355,-2.21875,-0.78125,0.375
7,1696250540698,-0.40649414,-0.7649536,0.58148193,0.15625,-0.640625,0.25
8,1696250540738,-0.40185547,-0.7647095,0.5805054,1.734375,-0.0625,-0.109375
9,1696250540778,-0.4169922,-0.7649536,0.5734253,1.640625,-1.125,0.78125
10,1696250540818,-0.41308594,-0.7678833,0.57977295,1.734375,-1.765625,1.125
11,1696250540858,-0.3798828,-0.75787354,0.57244873,2.671875,-0.6875,-0.109375
12,1696250540898,-0.40576172,-0.76763916,0.5639038,4.75,-0.75,0.171875
13,1696250540938,-0.40942383,-0.7695923,0.5321655,0.3125,-1.578125,0.40625
14,1696250540978,-0.3972168,-0.7503052,0.55584717,-0.890625,-1.65625,0.328125
15,1696250541018,-0.40356445,-0.76226807,0.5673218,1.9375,-0.75,0.765625
16,1696250541058,-0.40722656,-0.7786255,0.55389404,5.875,-0.359375,1.453125
17,1696250541098,-0.39111328,-0.76348877,0.5302124,8.421875,-2.171875,1.21875
18,1696250541138,-0.39013672,-0.77056885,0.54486084,8.25,-1.234375,1.703125
19,1696250541178,-0.41064453,-0.80255127,0.52508545,7.640625,-2.984375,2.453125
20,1696250541218,-0.41357422,-0.7984009,0.51361084,5.078125,-4.234375,0.671875
21,1696250541258,-0.40307617,-0.79522705,0.50579834,2.046875,-2.9375,-0.546875
22,1696250541298,-0.38964844,-0.78009033,0.5109253,-2.09375,-1.1875,-0.75
23,1696250541338,-0.40234375,-0.7959595,0.50994873,-1.828125,0.640625,0.1875
24,1696250541378,-0.40551758,-0.7944946,0.5165405,0.28125,-0.390625,0.421875
25,1696250541418,-0.40405273,-0.7930298,0.5153198,-0.203125,-0.015625,-0.03125
26,1696250541458,-0.40966797,-0.78790283,0.51849365,-1.0625,0.0,0.0625
27,1696250541498,-0.40576172,-0.7937622,0.51678467,-0.8125,-0.046875,0.5625
28,1696250541538,-0.3947754,-0.7930298,0.50946045,-0.46875,0.109375,0.5
29,1696250541578,-0.4038086,-0.78448486,0.5133667,-0.6875,-0.0625,-0.234375
30,1696250541618,-0.4020996,-0.788147,0.5206909,-0.859375,-0.140625,0.15625
31,1696250541658,-0.39770508,-0.79278564,0.5223999,-0.953125,0.015625,0.265625
32,1696250541698,-0.40454102,-0.7908325,0.52093506,0.171875,0.046875,0.078125
33,1696250541738,-0.40454102,-0.79278564,0.5158081,-0.0625,-0.4375,0.40625
34,1696250541778,-0.40234375,-0.78009033,0.5162964,-1.40625,-0.375,-0.171875
35,1696250541818,-0.41015625,-0.7932739,0.5282593,-0.890625,-0.53125,0.6875
