,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1696253111387,0.7236328,-0.039123535,0.71307373,-0.1875,-0.40625,0.328125
1,1696253111427,0.7224121,-0.047424316,0.72698975,0.0,-0.46875,0.4375
2,1696253111467,0.7258301,-0.0335083,0.7196655,-0.28125,-0.640625,0.203125
3,1696253111507,0.7192383,-0.0413208,0.7194214,-0.296875,-0.703125,0.109375
4,1696253111547,0.7199707,-0.0413208,0.71698,0.34375,-0.296875,0.25
5,1696253111587,0.7167969,-0.04107666,0.7243042,0.375,0.125,0.25
6,1696253111627,0.720459,-0.046203613,0.7238159,0.140625,-0.1875,0.140625
7,1696253111667,0.71875,-0.038146973,0.72821045,0.4375,0.5,0.1875
8,1696253111707,0.71655273,-0.038391113,0.71746826,-0.765625,-0.140625,0.234375
9,1696253111747,0.7216797,-0.042541504,0.71917725,0.375,0.71875,0.21875
10,1696253111787,0.7260742,-0.042053223,0.7196655,1.203125,1.734375,0.625
11,1696253111827,0.7233887,-0.045959473,0.72283936,3.234375,2.078125,0.15625
12,1696253111867,0.7390137,-0.05230713,0.7238159,2.921875,1.765625,-0.171875
13,1696253111907,0.74731445,-0.049621582,0.73114014,4.34375,4.0,0.078125
14,1696253111947,0.736084,-0.055236816,0.70648193,3.75,2.9375,0.4375
15,1696253111987,0.7416992,-0.057434082,0.72088623,4.078125,3.59375,0.125
16,1696253112027,0.7380371,-0.069885254,0.67767334,2.40625,3.0625,1.234375
17,1696253112067,0.73950195,-0.06866455,0.6930542,5.15625,3.578125,0.734375
18,1696253112107,0.7470703,-0.086242676,0.68304443,4.734375,3.171875,0.609375
19,1696253112147,0.751709,-0.07745361,0.6720581,1.921875,1.640625,1.03125
20,1696253112187,0.7492676,-0.061828613,0.68304443,0.734375,0.234375,0.359375
21,1696253112227,0.7546387,-0.06793213,0.6732788,-0.171875,0.78125,0.265625
22,1696253112267,0.7512207,-0.07110596,0.66937256,-2.296875,0.5,0.40625
23,1696253112307,0.76953125,-0.06842041,0.68914795,-1.953125,0.03125,0.328125
24,1696253112347,0.76831055,-0.07281494,0.6749878,-3.515625,-1.46875,0.46875
25,1696253112387,0.7548828,-0.066711426,0.6715698,-5.328125,-2.25,0.734375
26,1696253112427,0.7441406,-0.050109863,0.67108154,-6.5,-2.8125,0.75
27,1696253112467,0.74902344,-0.047424316,0.67767334,-4.765625,-2.234375,0.390625
28,1696253112507,0.7595215,-0.04449463,0.6889038,-3.296875,-1.953125,0.28125
29,1696253112547,0.7531738,-0.032287598,0.6918335,-3.640625,-2.09375,0.453125
30,1696253112587,0.7336426,-0.034484863,0.68499756,-2.53125,-3.15625,0.65625
31,1696253112627,0.72265625,-0.025939941,0.6820679,0.5625,-1.421875,0.109375
32,1696253112667,0.7207031,-0.031555176,0.6757202,3.65625,-0.921875,0.171875
33,1696253112707,0.6850586,-0.011291504,0.6884155,8.453125,-0.875,0.0625
34,1696253112747,0.7092285,-0.058654785,0.6359253,6.921875,-6.046875,4.125
35,1696253112787,0.7524414,-0.078186035,0.6630249,-4.515625,-4.4375,6.421875
36,1696253112827,0.7800293,-0.07354736,0.7145386,-6.390625,-3.3125,0.96875
37,1696253112867,0.7614746,-0.010803223,0.76312256,-7.484375,-3.234375,-3.546875
38,1696253112907,0.7480469,-0.012512207,0.701355,-7.625,-0.109375,-2.34375
39,1696253112947,0.73779297,-0.008117676,0.696228,-4.734375,2.3125,-0.140625
40,1696253112987,0.7312012,-0.027893066,0.73309326,-0.859375,-2.3125,0.421875
41,1696253113027,0.7182617,-0.053771973,0.72161865,-5.28125,-4.375,-0.4375
42,1696253113067,0.7150879,-0.03253174,0.7157593,-3.09375,-2.046875,-0.734375
43,1696253113107,0.72753906,-0.018371582,0.7247925,2.90625,0.328125,-1.171875
44,1696253113147,0.7216797,-0.020324707,0.71136475,1.25,-0.015625,-0.78125
45,1696253113187,0.7336426,-0.02154541,0.71990967,0.921875,-0.234375,-0.40625
46,1696253113227,0.73828125,-0.027893066,0.7238159,2.015625,-0.203125,-0.0625
47,1696253113267,0.7307129,-0.035217285,0.70355225,0.203125,-1.453125,0.078125
48,1696253113307,0.732666,-0.03302002,0.7201538,-1.921875,-2.21875,-0.0625
49,1696253113347,0.72680664,-0.010070801,0.72406006,-1.328125,-1.328125,-0.171875
