# Sensor type: Respeck
# Activity type: Lying down right
# Activity subtype: Coughing
# Subject id: s2106809
# Notes: unprocessed
timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
1696253041444,0.7536621,-0.08868408,0.68426514,-1.0625,-0.046875,0.1875
1696253041484,0.75561523,-0.08526611,0.6954956,-0.375,0.125,-0.125
1696253041544,0.75390625,-0.09649658,0.6815796,-0.984375,-0.1875,0.140625
1696253041564,0.7541504,-0.089904785,0.6976929,-0.390625,-0.5625,0.3125
1696253041624,0.7524414,-0.093566895,0.6864624,-2.546875,-1.453125,0.046875
1696253041646,0.7463379,-0.08258057,0.6923218,-1.875,-1.75,-0.15625
1696253041706,0.7429199,-0.0725708,0.69158936,-3.328125,-4.78125,0.109375
1696253041746,0.7331543,-0.062072754,0.67962646,-3.59375,-3.3125,0.734375
1696253041764,0.72753906,-0.06329346,0.68963623,-2.921875,-3.109375,1.0625
1696253041824,0.7233887,-0.07110596,0.68621826,-2.59375,-3.625,0.671875
1696253041865,0.72021484,-0.066467285,0.6815796,-1.75,-1.796875,0.515625
1696253041905,0.73657227,-0.0413208,0.6679077,7.0625,4.8125,-0.296875
1696253041923,0.7470703,-0.023254395,0.6845093,24.640625,11.734375,0.875
1696253041966,0.7458496,-0.15167236,0.70062256,36.46875,11.578125,7.0625
1696253042006,0.82788086,-0.2637329,0.5726929,11.484375,16.4375,15.171875
1696253042045,0.8869629,-0.050109863,0.5206909,-3.90625,9.03125,18.84375
1696253042064,0.8093262,-0.0115356445,0.7662964,-2.5625,-12.203125,11.71875
1696253042105,0.6323242,-0.10406494,0.43377686,6.625,1.9375,10.328125
1696253042148,0.8144531,-0.04937744,0.7509155,0.171875,2.140625,3.640625
1696253042187,0.6867676,-0.07159424,0.77752686,-4.546875,-5.734375,1.6875
1696253042226,0.6826172,-0.03692627,0.618103,-14.171875,-2.484375,-5.671875
1696253042269,0.75,9.1552734E-4,0.74749756,1.265625,-0.75,-8.078125
1696253042306,0.82421875,-0.033996582,0.65838623,1.234375,2.59375,-2.65625
1696253042346,0.83203125,-0.101623535,0.6071167,-3.203125,-2.0,-0.234375
1696253042385,0.8137207,-0.11993408,0.51727295,5.453125,16.71875,0.5
1696253042428,0.9667969,-0.10040283,0.44354248,16.296875,10.71875,12.015625
1696253042467,0.9428711,0.08831787,0.96014404,3.0,-11.59375,15.921875
1696253042503,0.63964844,0.015075684,0.6298218,-8.859375,-6.921875,13.3125
1696253042545,0.66552734,-0.00982666,0.74676514,-1.859375,4.921875,-8.140625
1696253042585,0.7084961,-0.037902832,0.6515503,-0.734375,-5.78125,-9.65625
1696253042628,0.6838379,-0.020812988,0.59002686,-25.5,-16.9375,-8.0625
