,timestamp,accel_x,accel_y,accel_z,gyro_x,gyro_y,gyro_z
0,1696252417343,-0.6254883,-0.055725098,0.85198975,-1.203125,-3.15625,-0.9375
1,1696252417383,-0.6328125,-0.059143066,0.8505249,0.234375,-1.671875,-0.390625
2,1696252417423,-0.6257324,-0.06011963,0.8551636,-0.171875,-0.46875,0.328125
3,1696252417463,-0.63549805,-0.058654785,0.8390503,-1.5,-0.59375,0.6875
4,1696252417503,-0.6491699,-0.05303955,0.84661865,0.171875,-0.84375,0.765625
5,1696252417543,-0.6374512,-0.066467285,0.87323,0.40625,0.015625,-0.125
6,1696252417583,-0.6340332,-0.06011963,0.85687256,-0.640625,-0.71875,0.0
7,1696252417623,-0.6254883,-0.03741455,0.8500366,-1.0625,-0.84375,-0.4375
8,1696252417663,-0.6425781,-0.034240723,0.8366089,0.515625,-1.859375,0.1875
9,1696252417703,-0.64282227,-0.06768799,0.868103,1.234375,-1.0,0.296875
10,1696252417743,-0.6430664,-0.07745361,0.838562,-1.484375,-1.984375,0.046875
11,1696252417783,-0.6333008,-0.045715332,0.838562,-1.46875,-0.578125,-0.84375
12,1696252417823,-0.6777344,-0.051330566,0.8439331,-2.671875,-0.453125,0.65625
13,1696252417863,-0.6501465,-0.04107666,0.852478,-0.96875,3.078125,1.578125
14,1696252417903,-0.5930176,-0.06036377,0.84539795,0.03125,2.484375,0.53125
15,1696252417943,-0.6081543,-0.05621338,0.8488159,-0.0625,-1.09375,-0.234375
16,1696252417983,-0.6320801,-0.057678223,0.87323,-0.875,-2.09375,0.109375
17,1696252418023,-0.65405273,-0.05303955,0.84783936,-1.796875,-0.875,0.078125
18,1696252418063,-0.6413574,-0.040100098,0.85443115,0.234375,0.984375,0.328125
19,1696252418103,-0.626709,-0.04888916,0.8668823,0.859375,0.78125,0.53125
20,1696252418143,-0.6298828,-0.047912598,0.8432007,-0.3125,-0.328125,0.796875
21,1696252418183,-0.63427734,-0.05206299,0.8641968,-0.578125,-0.546875,0.453125
22,1696252418223,-0.6359863,-0.049621582,0.8407593,-0.40625,-0.015625,0.109375
23,1696252418263,-0.6213379,-0.042541504,0.86151123,1.53125,1.25,-0.296875
24,1696252418303,-0.62231445,-0.053771973,0.84173584,2.578125,-0.140625,1.03125
25,1696252418343,-0.671875,-0.0947876,0.8637085,2.015625,-7.828125,3.984375
26,1696252418383,-0.6135254,-0.020812988,0.84906006,-0.046875,0.171875,0.3125
27,1696252418423,-0.64941406,-0.03375244,0.85858154,0.0,-1.890625,-0.265625
28,1696252418463,-0.6359863,-0.08502197,0.85931396,-1.0625,0.3125,-0.03125
29,1696252418503,-0.6308594,-0.066223145,0.852478,-0.734375,0.625,-0.09375
30,1696252418543,-0.6369629,-0.045959473,0.84124756,-1.0,0.234375,-0.390625
31,1696252418583,-0.6335449,-0.03692627,0.8566284,0.15625,1.171875,-0.171875
32,1696252418623,-0.63671875,-0.05987549,0.8632202,0.25,1.203125,1.1875
33,1696252418663,-0.6633301,-0.073791504,0.8497925,0.734375,-2.484375,1.875
34,1696252418703,-0.6188965,-0.06378174,0.86053467,1.015625,0.5625,0.859375
35,1696252418743,-0.63916016,-0.047668457,0.86517334,-0.546875,-2.890625,0.28125
36,1696252418783,-0.642334,-0.055480957,0.82855225,0.65625,-4.078125,-0.6875
37,1696252418823,-0.64086914,-0.05621338,0.84490967,2.953125,-3.375,-1.0
38,1696252418863,-0.6364746,-0.059631348,0.86517334,1.453125,-2.859375,-0.484375
39,1696252418903,-0.626709,-0.066711426,0.84295654,-0.0625,-1.71875,-0.421875
40,1696252418943,-0.6623535,-0.07720947,0.83465576,-0.46875,-1.703125,0.078125
41,1696252418983,-0.65356445,-0.065979004,0.8427124,-0.3125,-0.578125,-0.421875
42,1696252419023,-0.6418457,-0.0569458,0.8373413,-1.578125,-0.25,-0.15625
43,1696252419063,-0.6557617,-0.05596924,0.85980225,-0.453125,0.0625,0.6875
44,1696252419103,-0.64404297,-0.059387207,0.8590698,-1.046875,0.53125,0.0
